Question ID,Question Title,Question Slug,Difficulty Level,Success Rate,Total Submissions,Total Accepted,Likes,Dislikes,Topic Tagged text,Topic Tagged ID,Company Tags,Hints,Similar Questions ID,Similar Questions Text,Code Snippets (Python3 or All),Question Text
2446,Determine if Two Events Have Conflict,determine-if-two-events-have-conflict,Easy,52.4,108789,56956,509,69,"Array,String","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEw",None,Parse time format to some integer interval first How would you determine if two intervals overlap?,"56,435,729","Merge Intervals,Non-overlapping Intervals,My Calendar I",,"You are given two arrays of strings that represent two inclusive events that happened on the same day, event1 and event2, where: Event times are valid 24 hours format in the form of HH:MM. A conflict happens when two events have some non-empty intersection (i.e., some moment is common to both events). Return true if there is a conflict between two events. Otherwise, return false. "
2447,Number of Subarrays With GCD Equal to K,number-of-subarrays-with-gcd-equal-to-k,Medium,51.1,59231,30296,453,70,"Array,Math,Number Theory","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDY3",None,"The constraints on nums.length are small. It is possible to check every subarray. To calculate GCD, you can use a built-in function or the Euclidean Algorithm.","2106,2470","Find Greatest Common Divisor of Array,Number of Subarrays With LCM Equal to K",,"Given an integer array nums and an integer k, return the number of subarrays of nums where the greatest common divisor of the subarray's elements is k. A subarray is a contiguous non-empty sequence of elements within an array. The greatest common divisor of an array is the largest integer that evenly divides all the array elements. "
2448,Minimum Cost to Make Array Equal,minimum-cost-to-make-array-equal,Hard,46.3,156481,72506,2467,36,"Array,Binary Search,Greedy,Sorting,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDY4",None,"Changing the elements into one of the numbers already existing in the array nums is optimal. Try finding the cost of changing the array into each element, and return the minimum value.","462,1336,2335,2602,2967","Minimum Moves to Equal Array Elements II,Maximum Product of the Length of Two Palindromic Substrings,Minimum Amount of Time to Fill Cups,Minimum Operations to Make All Array Elements Equal,Minimum Cost to Make Array Equalindromic",,You are given two 0-indexed arrays nums and cost consisting each of n positive integers. You can do the following operation any number of times: The cost of doing one operation on the ith element is cost[i]. Return the minimum total cost such that all the elements of the array nums become equal.
2449,Minimum Number of Operations to Make Arrays Similar,minimum-number-of-operations-to-make-arrays-similar,Hard,60.5,25261,15288,436,13,"Array,Greedy,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5",None,"Solve for even and odd numbers separately. Greedily match smallest even element from nums to smallest even element from target, then similarly next smallest element and so on. Similarly, match odd elements too.","1674,2541,2561","Minimum Operations to Make Array Equal,Minimum Operations to Make Array Equal II,Rearranging Fruits",,"You are given two positive integer arrays nums and target, of the same length. In one operation, you can choose any two distinct indices i and j where 0 <= i, j < nums.length and: Two arrays are considered to be similar if the frequency of each element is the same. Return the minimum number of operations required to make nums similar to target. The test cases are generated such that nums can always be similar to target. "
2450,Number of Distinct Binary Strings After Applying Operations,number-of-distinct-binary-strings-after-applying-operations,Medium,63.6,1984,1262,37,9,"Math,String","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw",None,"Notice that any string of the same length as s will always have the same answer, so only the length of the string matters. For each substring of size k, you can decide whether to flip or not. Every string s resulting from this process will be unique. How do you find the number of possible combinations?",1037,Minimum Number of K Consecutive Bit Flips,,
2451,Odd String Difference,odd-string-difference,Easy,61.1,63481,38765,417,122,"Array,Hash Table,String","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw",None,Find the difference integer array for each string. Compare them to find the odd one out.,2244,Minimum Rounds to Complete All Tasks,,"You are given an array of equal-length strings words. Assume that the length of each string is n. Each string words[i] can be converted into a difference integer array difference[i] of length n - 1 where difference[i][j] = words[i][j+1] - words[i][j] where 0 <= j <= n - 2. Note that the difference between two letters is the difference between their positions in the alphabet i.e. the position of 'a' is 0, 'b' is 1, and 'z' is 25. All the strings in words have the same difference integer array, except one. You should find that string. Return the string in words that has different difference integer array. "
2452,Words Within Two Edits of Dictionary,words-within-two-edits-of-dictionary,Medium,61.3,43299,26531,311,24,"Array,String,Trie","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjI3",None,"Try brute-forcing the problem. For each word in queries, try comparing to each word in dictionary. If there is a maximum of two edit differences, the word should be present in answer.",127,Word Ladder,,"You are given two string arrays, queries and dictionary. All words in each array comprise of lowercase English letters and have the same length. In one edit you can take a word from queries, and change any letter in it to any other letter. Find all words from queries that, after a maximum of two edits, equal some word from dictionary. Return a list of all words from queries, that match with some word from dictionary after a maximum of two edits. Return the words in the same order they appear in queries. "
2453,Destroy Sequential Targets,destroy-sequential-targets,Medium,40.7,51427,20906,593,32,"Array,Hash Table,Counting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDYy",None,Keep track of nums[i] modulo k. Iterate over nums in sorted order.,"446,1055,1087,1330","Arithmetic Slices II - Subsequence,Pairs of Songs With Total Durations Divisible by 60,Longest Arithmetic Subsequence,Longest Arithmetic Subsequence of Given Difference",,"You are given a 0-indexed array nums consisting of positive integers, representing targets on a number line. You are also given an integer space. You have a machine which can destroy targets. Seeding the machine with some nums[i] allows it to destroy all targets with values that can be represented as nums[i] + c * space, where c is any non-negative integer. You want to destroy the maximum number of targets in nums. Return the minimum value of nums[i] you can seed the machine with to destroy the maximum number of targets. "
2454,Next Greater Element IV,next-greater-element-iv,Hard,40.1,36657,14700,709,11,"Array,Binary Search,Stack,Sorting,Heap (Priority Queue),Monotonic Stack","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDU0",None,Move forward in nums and store the value in a non-increasing stack for the first greater value. Move the value in the stack to an ordered data structure for the second greater value. Move value from the ordered data structure for the answer.,"496,1231,2818","Next Greater Element I,Replace Elements with Greatest Element on Right Side,Apply Operations to Maximize Score",,"You are given a 0-indexed array of non-negative integers nums. For each integer in nums, you must find its respective second greater integer. The second greater integer of nums[i] is nums[j] such that: If there is no such nums[j], the second greater integer is considered to be -1. Return an integer array answer, where answer[i] is the second greater integer of nums[i]. "
2455,Average Value of Even Numbers That Are Divisible by Three,average-value-of-even-numbers-that-are-divisible-by-three,Easy,61.7,126874,78341,360,40,"Array,Math","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=",None,What is the property of a number if it is divisible by both 2 and 3 at the same time? It is equivalent to finding all the numbers that are divisible by 6.,1071,Binary Prefix Divisible By 5,,"Given an integer array nums of positive integers, return the average value of all even integers that are divisible by 3. Note that the average of n elements is the sum of the n elements divided by n and rounded down to the nearest integer. "
2456,Most Popular Video Creator,most-popular-video-creator,Medium,44.4,58323,25919,290,377,"Array,Hash Table,String,Sorting,Heap (Priority Queue)","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDUw",None,"Use a hash table to store and categorize videos based on their creator. For each creator, iterate through all their videos and use three variables to keep track of their popularity, their most popular video, and the id of their most popular video.","2254,2353","Design Video Sharing Platform,Design a Food Rating System",,"You are given two string arrays creators and ids, and an integer array views, all of length n. The ith video on a platform was created by creators[i], has an id of ids[i], and has views[i] views. The popularity of a creator is the sum of the number of views on all of the creator's videos. Find the creator with the highest popularity and the id of their most viewed video. Note: It is possible for different videos to have the same id, meaning that ids do not uniquely identify a video. For example, two videos with the same ID are considered as distinct videos with their own viewcount. Return a 2D array of strings answer where answer[i] = [creatorsi, idi] means that creatorsi has the highest popularity and idi is the id of their most popular video. The answer can be returned in any order. "
2457,Minimum Addition to Make Integer Beautiful,minimum-addition-to-make-integer-beautiful,Medium,38.0,59965,22784,540,26,"Math,Greedy","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE3",None,Think about each digit independently. Turn the rightmost non-zero digit to zero until the digit sum is greater than target.,202,Happy Number,,You are given two positive integers n and target. An integer is considered beautiful if the sum of its digits is less than or equal to target. Return the minimum non-negative integer x such that n + x is beautiful. The input will be generated such that it is always possible to make n beautiful.
2458,Height of Binary Tree After Subtree Removal Queries,height-of-binary-tree-after-subtree-removal-queries,Hard,54.9,185286,101734,1512,36,"Array,Tree,Depth-First Search,Breadth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDU3",None,"Try pre-computing the answer for each node from 1 to n, and answer each query in O(1). The answers can be precomputed in a single tree traversal after computing the height of each subtree.",104,Maximum Depth of Binary Tree,,You are given the root of a binary tree with n nodes. Each node is assigned a unique value from 1 to n. You are also given an array queries of size m. You have to perform m independent queries on the tree where in the ith query you do the following: Return an array answer of size m where answer[i] is the height of the tree after performing the ith query. Note:
2459,Sort Array by Moving Items to Empty Space,sort-array-by-moving-items-to-empty-space,Hard,44.9,5762,2585,60,1,"Array,Greedy,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5",None,"There are two possibilities for nums to be sorted. Find the minimum number of operations needed for the first possibility, then find the minimum number of operations needed for the second possibility. The answer is the minimum out of the two. If the empty space is not at its ending position, then you can move the item that should be where the empty space is to the empty space. If the empty space is at its ending position, then you need to move an out-of-place item to the empty space.","210,1696,1772","Course Schedule II,Strange Printer II,Create Sorted Array through Instructions",,
2460,Apply Operations to an Array,apply-operations-to-an-array,Easy,74.8,326141,244091,1066,61,"Array,Two Pointers,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjYxMDU1",None,Iterate over the array and simulate the described process.,"26,283","Remove Duplicates from Sorted Array,Move Zeroes",,"You are given a 0-indexed array nums of size n consisting of non-negative integers. You need to apply n - 1 operations to this array where, in the ith operation (0-indexed), you will apply the following on the ith element of nums: After performing all the operations, shift all the 0's to the end of the array. Return the resulting array. Note that the operations are applied sequentially, not all at once. "
2461,Maximum Sum of Distinct Subarrays With Length K,maximum-sum-of-distinct-subarrays-with-length-k,Medium,42.6,498206,212440,2091,45,"Array,Hash Table,Sliding Window","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjU1ODIx",None,"Which elements change when moving from the subarray of size k that ends at index i to the subarray of size k that ends at index i + 1? Only two elements change, the element at i + 1 is added into the subarray, and the element at i - k + 1 gets removed from the subarray. Iterate through each subarray of size k and keep track of the sum of the subarray and the frequency of each element.","1046,2401,2405,2537,3026,3254,3255","Max Consecutive Ones III,Longest Nice Subarray,Optimal Partition of String,Count the Number of Good Subarrays,Maximum Good Subarray Sum,Find the Power of K-Size Subarrays I,Find the Power of K-Size Subarrays II",,"You are given an integer array nums and an integer k. Find the maximum subarray sum of all the subarrays of nums that meet the following conditions: Return the maximum subarray sum of all the subarrays that meet the conditions. If no subarray meets the conditions, return 0. A subarray is a contiguous non-empty sequence of elements within an array. "
2462,Total Cost to Hire K Workers,total-cost-to-hire-k-workers,Medium,43.1,326954,140989,2002,705,"Array,Two Pointers,Heap (Priority Queue),Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDU1",None,Maintain two minheaps: one for the left and one for the right. Compare the top element from two heaps and remove the appropriate one. Add a new element to the heap and maintain its size as k.,"253,2532","Meeting Rooms II,Time to Cross a Bridge",,You are given a 0-indexed integer array costs where costs[i] is the cost of hiring the ith worker. You are also given two integers k and candidates. We want to hire exactly k workers according to the following rules: Return the total cost to hire exactly k workers.
2463,Minimum Total Distance Traveled,minimum-total-distance-traveled,Hard,59.0,125464,73992,948,33,"Array,Dynamic Programming,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDQ5",None,"Sort robots and factories by their positions. After sorting, notice that each factory should repair some subsegment of robots. Find the minimum total distance to repair first i robots with first j factories.","1056,2585","Capacity To Ship Packages Within D Days,Number of Ways to Earn Points",,"There are some robots and factories on the X-axis. You are given an integer array robot where robot[i] is the position of the ith robot. You are also given a 2D integer array factory where factory[j] = [positionj, limitj] indicates that positionj is the position of the jth factory and that the jth factory can repair at most limitj robots. The positions of each robot are unique. The positions of each factory are also unique. Note that a robot can be in the same position as a factory initially. All the robots are initially broken; they keep moving in one direction. The direction could be the negative or the positive direction of the X-axis. When a robot reaches a factory that did not reach its limit, the factory repairs the robot, and it stops moving. At any moment, you can set the initial direction of moving for some robot. Your target is to minimize the total distance traveled by all the robots. Return the minimum total distance traveled by all the robots. The test cases are generated such that all the robots can be repaired. Note that "
2464,Minimum Subarrays in a Valid Split,minimum-subarrays-in-a-valid-split,Medium,54.6,2621,1431,30,7,"Array,Math,Dynamic Programming,Number Theory","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDY3",None,"Find the minimum number of subarrays needed to validly split each prefix of the input array a. Denote dp[i] as the minimum number of subarrays needed to validly split [a[0], a[1], … , a[i - 1]], where dp[0] = 0. Think about the dynamic programming transitions. If we split the first i elements of the array, the last subarray in this splitting will end with a[i - 1] and start with some a[j], where gcd(a[j], a[i - 1]) ≠ 1. Then, we need to validly split the first j elements of the array, or [a[0]…a[j - 1]]. Iterate over all possible j < i such that gcd(a[j], a[i - 1]) ≠ 1 and let dp[i] = min(dp[i], dp[j] + 1).",2436,Minimum Split Into Subarrays With GCD Greater Than One,,
2465,Number of Distinct Averages,number-of-distinct-averages,Easy,58.4,109992,64242,411,35,"Array,Hash Table,Two Pointers,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjYxMDQ5",None,"Try sorting the array. Store the averages being calculated, and find the distinct ones.","1,1995,3194","Two Sum,Finding Pairs With a Certain Sum,Minimum Average of Smallest and Largest Elements",,"You are given a 0-indexed integer array nums of even length. As long as nums is not empty, you must repetitively: The average of two numbers a and b is (a + b) / 2. Return the number of distinct averages calculated using the above process. Note that when there is a tie for a minimum or maximum number, any can be removed. "
2466,Count Ways To Build Good Strings,count-ways-to-build-good-strings,Medium,59.2,289912,171644,2167,209,Dynamic Programming,VG9waWNUYWdOb2RlOjEz,None,Calculate the number of good strings with length less or equal to some constant x. Apply dynamic programming using the group size of consecutive zeros and ones.,70,Climbing Stairs,,"Given the integers zero, one, low, and high, we can construct a string by starting with an empty string, and then at each step perform either of the following: This can be performed any number of times. A good string is a string constructed by the above process having a length between low and high (inclusive). Return the number of different good strings that can be constructed satisfying these properties. Since the answer can be large, return it modulo 109 + 7. "
2467,Most Profitable Path in a Tree,most-profitable-path-in-a-tree,Medium,67.6,152857,103282,1346,239,"Array,Tree,Depth-First Search,Breadth-First Search,Graph","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjI0",None,Bob travels along a fixed path (from node “bob” to node 0). Calculate Alice’s distance to each node via DFS. We can calculate Alice’s score along a path ending at some node easily using Hints 1 and 2.,"945,3241","Snakes and Ladders,Time Taken to Mark All Nodes",,"There is an undirected tree with n nodes labeled from 0 to n - 1, rooted at node 0. You are given a 2D integer array edges of length n - 1 where edges[i] = [ai, bi] indicates that there is an edge between nodes ai and bi in the tree. At every node i, there is a gate. You are also given an array of even integers amount, where amount[i] represents: The game goes on as follows: Return the maximum net income Alice can have if she travels towards the optimal leaf node. "
2468,Split Message Based on Limit,split-message-based-on-limit,Hard,42.5,40924,17406,188,187,"String,Binary Search,Enumeration","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDY2",None,"Could you solve the problem if you knew how many digits the total number of parts has? Try all possible lengths of the total number of parts, and see if the string can be split such that the total number of parts has that length. Binary search can be used for each part length to find the precise number of parts needed.","68,74,418","Text Justification,Search a 2D Matrix,Sentence Screen Fitting",,"You are given a string, message, and a positive integer, limit. You must split message into one or more parts based on limit. Each resulting part should have the suffix ""<a/b>"", where ""b"" is to be replaced with the total number of parts and ""a"" is to be replaced with the index of the part, starting from 1 and going up to b. Additionally, the length of each resulting part (including its suffix) should be equal to limit, except for the last part whose length can be at most limit. The resulting parts should be formed such that when their suffixes are removed and they are all concatenated in order, they should be equal to message. Also, the result should contain as few parts as possible. Return the parts message would be split into as an array of strings. If it is impossible to split message as required, return an empty array. "
2469,Convert the Temperature,convert-the-temperature,Easy,90.1,279182,251573,683,359,Math,VG9waWNUYWdOb2RlOjg=,None,Implement formulas that are given in the statement.,2413,Smallest Even Multiple,,"You are given a non-negative floating point number rounded to two decimal places celsius, that denotes the temperature in Celsius. You should convert Celsius into Kelvin and Fahrenheit and return it as an array ans = [kelvin, fahrenheit]. Return the array ans. Answers within 10-5 of the actual answer will be accepted. Note that: "
2470,Number of Subarrays With LCM Equal to K,number-of-subarrays-with-lcm-equal-to-k,Medium,40.1,64576,25924,369,40,"Array,Math,Number Theory","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDY3",None,"The constraints on nums.length are small. It is possible to check every subarray. To calculate LCM, you can use a built-in function or the formula lcm(a, b) = a * b / gcd(a, b). As you calculate the LCM of more numbers, it can only become greater. Once it becomes greater than k, you know that any larger subarrays containing all the current elements will not work.",2447,Number of Subarrays With GCD Equal to K,,"Given an integer array nums and an integer k, return the number of subarrays of nums where the least common multiple of the subarray's elements is k. A subarray is a contiguous non-empty sequence of elements within an array. The least common multiple of an array is the smallest positive integer that is divisible by all the array elements. "
2471,Minimum Number of Operations to Sort a Binary Tree by Level,minimum-number-of-operations-to-sort-a-binary-tree-by-level,Medium,74.3,146439,108756,1203,44,"Tree,Breadth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDU3",None,"We can group the values level by level and solve each group independently. Do BFS to group the value level by level. Find the minimum number of swaps to sort the array of each level. While iterating over the array, check the current element, and if not in the correct index, replace that element with the index of the element which should have come.","102,2360","Binary Tree Level Order Traversal,Longest Cycle in a Graph",,"You are given the root of a binary tree with unique values. In one operation, you can choose any two nodes at the same level and swap their values. Return the minimum number of operations needed to make the values at each level sorted in a strictly increasing order. The level of a node is the number of edges along the path between it and the root node. "
2472,Maximum Number of Non-overlapping Palindrome Substrings,maximum-number-of-non-overlapping-palindrome-substrings,Hard,41.6,47878,19917,484,9,"Two Pointers,String,Dynamic Programming,Greedy","VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE3",None,Try to use dynamic programming to solve the problem. let dp[i] be the answer for the prefix s[0…i]. The final answer to the problem will be dp[n-1]. How do you compute this dp?,"5,131,132,1403,1644,1871","Longest Palindromic Substring,Palindrome Partitioning,Palindrome Partitioning II,Palindrome Partitioning III,Maximum Number of Non-Overlapping Substrings,Palindrome Partitioning IV",,You are given a string s and a positive integer k. Select a set of non-overlapping substrings from the string s that satisfy the following conditions: Return the maximum number of substrings in an optimal selection. A substring is a contiguous sequence of characters within a string.
2473,Minimum Cost to Buy Apples,minimum-cost-to-buy-apples,Medium,67.1,10226,6863,113,27,"Array,Graph,Heap (Priority Queue),Shortest Path","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDc2",None,"Notice that the path you take to buy an apple will be the same path to return to the starting city. Starting from each city, use Dijkstra’s algorithm to find the best city to travel to.",,,,
2474,Customers With Strictly Increasing Purchases,customers-with-strictly-increasing-purchases,Hard,48.7,9981,4856,44,6,Database,VG9waWNUYWdOb2RlOjYxMDQz,None,,"1357,1420","Report Contiguous Dates,Find the Start and End Number of Continuous Ranges",,
2475,Number of Unequal Triplets in Array,number-of-unequal-triplets-in-array,Easy,72.7,73760,53614,431,47,"Array,Hash Table,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDQ5",None,"The constraints are very small. Can we try every triplet? Yes, we can. Use three loops to iterate through all the possible triplets, ensuring the condition i < j < k holds.","1656,2037,2367","Count Good Triplets,Count Square Sum Triples,Number of Arithmetic Triplets",,"You are given a 0-indexed array of positive integers nums. Find the number of triplets (i, j, k) that meet the following conditions: Return the number of triplets that meet the conditions. "
2476,Closest Nodes Queries in a Binary Search Tree,closest-nodes-queries-in-a-binary-search-tree,Medium,42.7,75004,32037,502,135,"Array,Binary Search,Tree,Depth-First Search,Binary Search Tree,Binary Tree","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjMw,VG9waWNUYWdOb2RlOjYxMDU3",None,Try to first convert the tree into a sorted array. How do you solve each query in O(log(n)) time using the array of the tree?,"270,272,783","Closest Binary Search Tree Value,Closest Binary Search Tree Value II,Search in a Binary Search Tree",,"You are given the root of a binary search tree and an array queries of size n consisting of positive integers. Find a 2D array answer of size n where answer[i] = [mini, maxi]: Return the array answer. "
2477,Minimum Fuel Cost to Report to the Capital,minimum-fuel-cost-to-report-to-the-capital,Medium,64.4,124860,80351,2273,94,"Tree,Depth-First Search,Breadth-First Search,Graph","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjI0",None,"Can you record the size of each subtree? If n people meet on the same node, what is the minimum number of cars needed?",145,Binary Tree Postorder Traversal,,"There is a tree (i.e., a connected, undirected graph with no cycles) structure country network consisting of n cities numbered from 0 to n - 1 and exactly n - 1 roads. The capital city is city 0. You are given a 2D integer array roads where roads[i] = [ai, bi] denotes that there exists a bidirectional road connecting cities ai and bi. There is a meeting for the representatives of each city. The meeting is in the capital city. There is a car in each city. You are given an integer seats that indicates the number of seats in each car. A representative can use the car in their city to travel or change the car and ride with another representative. The cost of traveling between two cities is one liter of fuel. Return the minimum number of liters of fuel to reach the capital city. "
2478,Number of Beautiful Partitions,number-of-beautiful-partitions,Hard,32.1,37754,12105,357,18,"String,Dynamic Programming","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz",None,"Try using a greedy approach where you take as many digits as possible from the left of the string for each partition. You can also use a dynamic programming approach, let an array dp where dp[i] is the solution of the problem for the prefix of the string ending at index i, the answer of the problem will be dp[n-1]. What are the transitions of this dp?","1517,2091","Restore The Array,Number of Ways to Separate Numbers",,"You are given a string s that consists of the digits '1' to '9' and two integers k and minLength. A partition of s is called beautiful if: Return the number of beautiful partitions of s. Since the answer may be very large, return it modulo 109 + 7. A substring is a contiguous sequence of characters within a string. "
2479,Maximum XOR of Two Non-Overlapping Subtrees,maximum-xor-of-two-non-overlapping-subtrees,Hard,49.6,1679,833,32,4,"Tree,Depth-First Search,Graph,Trie","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjI3",None,Try to build the answer bit by bit from the most significant bit to the least significant. Use the Trie Data Structure to decide for each bit if it exists in the final answer.,,,,
2480,Form a Chemical Bond,form-a-chemical-bond,Easy,79.2,7991,6328,29,10,Database,VG9waWNUYWdOb2RlOjYxMDQz,None,,,,,
2481,Minimum Cuts to Divide a Circle,minimum-cuts-to-divide-a-circle,Easy,55.1,102122,56317,279,60,"Math,Geometry","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjM4",None,Think about odd and even values separately. When will we not have to cut the circle at all?,"2413,2579","Smallest Even Multiple,Count Total Number of Colored Cells",,"A valid cut in a circle can be: Some valid and invalid cuts are shown in the figures below. Given the integer n, return the minimum number of cuts needed to divide a circle into n equal slices. "
2482,Difference Between Ones and Zeros in Row and Column,difference-between-ones-and-zeros-in-row-and-column,Medium,84.3,161898,136466,1215,84,"Array,Matrix,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDU1",None,"You need to reuse information about a row or a column many times. Try storing it to avoid computing it multiple times. Use an array to store the number of 1’s in each row and another array to store the number of 1’s in each column. Once you know the number of 1’s in each row or column, you can also easily calculate the number of 0’s.","542,1704,2268,2661","01 Matrix,Special Positions in a Binary Matrix,Remove All Ones With Row and Column Flips,First Completely Painted Row or Column",,You are given a 0-indexed m x n binary matrix grid. A 0-indexed m x n difference matrix diff is created with the following procedure: Return the difference matrix diff.
2483,Minimum Penalty for a Shop,minimum-penalty-for-a-shop,Medium,67.6,185199,125199,2037,108,"String,Prefix Sum","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDY4",None,"At any index, the penalty is the sum of prefix count of ‘N’ and suffix count of ‘Y’. Enumerate all indices and find the minimum such value.","2145,3273","Grid Game,Minimum Amount of Damage Dealt to Bob",,"You are given the customer visit log of a shop represented by a 0-indexed string customers consisting only of characters 'N' and 'Y': If the shop closes at the jth hour (0 <= j <= n), the penalty is calculated as follows: Return the earliest hour at which the shop must be closed to incur a minimum penalty. Note that if a shop closes at the jth hour, it means the shop is closed at the hour j. "
2484,Count Palindromic Subsequences,count-palindromic-subsequences,Hard,39.4,40181,15822,562,30,"String,Dynamic Programming","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz",None,"There are 100 possibilities for the first two characters of the palindrome. Iterate over all characters, letting the current character be the center of the palindrome.","446,730,2059","Arithmetic Slices II - Subsequence,Count Different Palindromic Subsequences,Unique Length-3 Palindromic Subsequences",,"Given a string of digits s, return the number of palindromic subsequences of s having length 5. Since the answer may be very large, return it modulo 109 + 7. Note: "
2485,Find the Pivot Integer,find-the-pivot-integer,Easy,83.8,308146,258122,1343,58,"Math,Prefix Sum","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDY4",None,"Can you use brute force to check every number from 1 to n if any of them is the pivot integer? If you know the sum of [1: pivot], how can you efficiently calculate the sum of the other parts?",319,Bulb Switcher,,"Given a positive integer n, find the pivot integer x such that: Return the pivot integer x. If no such integer exists, return -1. It is guaranteed that there will be at most one pivot index for the given input. "
