Question ID,Question Title,Question Slug,Topic Tagged text,Topic Tagged ID,Question Text,Difficulty Level,Success Rate,total submission,total accepted,company tag,Likes,Dislikes,Hints,Similar Questions ID,Similar Questions Text
2184,Check if an Original String Exists Given Two Encoded Strings,check-if-an-original-string-exists-given-two-encoded-strings,"String,Dynamic Programming","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz","An original string, consisting of lowercase English letters, can be encoded by the following steps: For example, one way to encode an original string ""abcdefghijklmnop"" might be: Given two encoded strings s1 and s2, consisting of lowercase English letters and digits 1-9 (inclusive), return true if there exists an original string that could be encoded as both s1 and s2. Otherwise, return false. Note: The test cases are generated such that the number of consecutive digits in s1 and s2 does not exceed 3. ",Hard,43.2,43755,18914,None,321,159,"For s1 and s2, divide each into a sequence of single alphabet strings and digital strings. The problem now becomes comparing if two sequences are equal. A single alphabet string has no variation, but a digital string has variations. For example: ""124"" can be interpreted as 1+2+4, 12+4, 1+24, and 124 wildcard characters. There are four kinds of comparisons: a single alphabet vs another; a single alphabet vs a number, a number vs a single alphabet, and a number vs another number. In the case of a number vs another (a single alphabet or a number), can you decrease the number by the min length of both? There is a recurrence relation in the search which ends when either a single alphabet != another, or one sequence ran out, or both sequences ran out.","408,1781","Valid Word Abbreviation,Check If Two String Arrays are Equivalent"
2203,Number of Spaces Cleaning Robot Cleaned,number-of-spaces-cleaning-robot-cleaned,"Array,Matrix,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDU1",,Medium,62.1,16474,10227,None,127,28,"Simulate how the robot moves and keep track of how many spaces it has cleaned so far. When can we stop the simulation? When the robot reaches a space that it has already cleaned and is facing the same direction as before, we can stop the simulation.",865,Robot Room Cleaner
2186,Count Vowel Substrings of a String,count-vowel-substrings-of-a-string,"Hash Table,String","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw","A substring is a contiguous (non-empty) sequence of characters within a string. A vowel substring is a substring that only consists of vowels ('a', 'e', 'i', 'o', and 'u') and has all five vowels present in it. Given a string word, return the number of vowel substrings in word. ",Easy,71.5,87036,62228,None,1064,367,"While generating substrings starting at any index, do you need to continue generating larger substrings if you encounter a consonant? Can you store the count of characters to avoid generating substrings altogether?","808,1034,1636,1967,2262,3306,3305","Number of Matching Subsequences,Subarrays with K Different Integers,Number of Substrings With Only 1s,Longest Substring Of All Vowels in Order,Total Appeal of A String,Count of Substrings Containing Every Vowel and K Consonants II,Count of Substrings Containing Every Vowel and K Consonants I"
2187,Vowels of All Substrings,vowels-of-all-substrings,"Math,String,Dynamic Programming,Combinatorics","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDU2","Given a string word, return the sum of the number of vowels ('a', 'e', 'i', 'o', and 'u') in every substring of word. A substring is a contiguous (non-empty) sequence of characters within a string. Note: Due to the large constraints, the answer may not fit in a signed 32-bit integer. Please be careful during the calculations. ",Medium,54.7,68741,37605,None,884,32,"Since generating substrings is not an option, can we count the number of substrings a vowel appears in? How much does each vowel contribute to the total sum?","1460,2262","Number of Substrings Containing All Three Characters,Total Appeal of A String"
2188,Minimized Maximum of Products Distributed to Any Store,minimized-maximum-of-products-distributed-to-any-store,"Array,Binary Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx","You are given an integer n indicating there are n specialty retail stores. There are m product types of varying amounts, which are given as a 0-indexed integer array quantities, where quantities[i] represents the number of products of the ith product type. You need to distribute all products to the retail stores following these rules: Return the minimum possible x. ",Medium,62.6,219000,137141,None,1735,104,"There exists a monotonic nature such that when x is smaller than some number, there will be no way to distribute, and when x is not smaller than that number, there will always be a way to distribute. If you are given a number k, where the number of products given to any store does not exceed k, could you determine if all products can be distributed? Implement a function canDistribute(k), which returns true if you can distribute all products such that any store will not be given more than k products, and returns false if you cannot. Use this function to binary search for the smallest possible k.","907,1056,1335,1408,1675,1886,2294,2398","Koko Eating Bananas,Capacity To Ship Packages Within D Days,Maximum Candies Allocated to K Children,Find the Smallest Divisor Given a Threshold,Magnetic Force Between Two Balls,Minimum Limit of Balls in a Bag,Minimum Time to Complete Trips,Maximum Number of Robots Within Budget"
2189,Maximum Path Quality of a Graph,maximum-path-quality-of-a-graph,"Array,Backtracking,Graph","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE0,VG9waWNUYWdOb2RlOjI0","There is an undirected graph with n nodes numbered from 0 to n - 1 (inclusive). You are given a 0-indexed integer array values where values[i] is the value of the ith node. You are also given a 0-indexed 2D integer array edges, where each edges[j] = [uj, vj, timej] indicates that there is an undirected edge between the nodes uj and vj, and it takes timej seconds to travel between the two nodes. Finally, you are given an integer maxTime. A valid path in the graph is any path that starts at node 0, ends at node 0, and takes at most maxTime seconds to complete. You may visit the same node multiple times. The quality of a valid path is the sum of the values of the unique nodes visited in the path (each node's value is added at most once to the sum). Return the maximum quality of a valid path. Note: There are at most four edges connected to each node. ",Hard,59.7,44904,26825,None,683,51,How many nodes can you visit within maxTime seconds? Can you try every valid path?,"741,2040","Cherry Pickup,Minimum Cost to Reach Destination in Time"
2208,Account Balance,account-balance,Database,VG9waWNUYWdOb2RlOjYxMDQz,,Medium,82.3,14192,11679,None,72,2,,,
2209,Number of Equal Count Substrings,number-of-equal-count-substrings,"String,Counting,Prefix Sum","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDYy,VG9waWNUYWdOb2RlOjYxMDY4",,Medium,44.6,7927,3538,None,109,10,"The brute force solution is to check every substring, which would TLE. How can we improve this solution? In an equal count substring, the first character appears count times, the second character appears count times, and so on. The length of an equal count substring is the number of unique characters multiplied by count. The length of all equal count substrings are multiples of count.","3,395,2303","Longest Substring Without Repeating Characters,Longest Substring with At Least K Repeating Characters,Unique Substrings With Equal Digit Frequency"
2177,Check Whether Two Strings are Almost Equivalent,check-whether-two-strings-are-almost-equivalent,"Hash Table,String,Counting","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDYy","Two strings word1 and word2 are considered almost equivalent if the differences between the frequencies of each letter from 'a' to 'z' between word1 and word2 is at most 3. Given two strings word1 and word2, each of length n, return true if word1 and word2 are almost equivalent, or false otherwise. The frequency of a letter x is the number of times it occurs in the string. ",Easy,63.7,113583,72323,None,558,22,What data structure can we use to count the frequency of each character? Are there edge cases where a character is present in one string but not the other?,3303,Find the Occurrence of First Almost Equal Substring
2178,Walking Robot Simulation II,walking-robot-simulation-ii,"Design,Simulation","VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjYxMDU1","A width x height grid is on an XY-plane with the bottom-left cell at (0, 0) and the top-right cell at (width - 1, height - 1). The grid is aligned with the four cardinal directions (""North"", ""East"", ""South"", and ""West""). A robot is initially at cell (0, 0) facing direction ""East"". The robot can be instructed to move for a specific number of steps. For each step, it does the following. After the robot finishes moving the number of steps required, it stops and awaits the next instruction. Implement the Robot class: ",Medium,25.1,60877,15284,None,190,320,"The robot only moves along the perimeter of the grid. Can you think if modulus can help you quickly compute which cell it stops at? After the robot moves one time, whenever the robot stops at some cell, it will always face a specific direction. i.e., The direction it faces is determined by the cell it stops at. Can you precompute what direction it faces when it stops at each cell along the perimeter, and reuse the results?",906,Walking Robot Simulation
2179,Most Beautiful Item for Each Query,most-beautiful-item-for-each-query,"Array,Binary Search,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDQ5","You are given a 2D integer array items where items[i] = [pricei, beautyi] denotes the price and beauty of an item respectively. You are also given a 0-indexed integer array queries. For each queries[j], you want to determine the maximum beauty of an item whose price is less than or equal to queries[j]. If no such item exists, then the answer to this query is 0. Return an array answer of the same length as queries where answer[j] is the answer to the jth query. ",Medium,62.0,201364,124935,None,1244,44,Can we process the queries in a smart order to avoid repeatedly checking the same items? How can we use the answer to a query for other queries?,"1957,2640,2736","Closest Room,Find the Score of All Prefixes of an Array,Maximum Sum Queries"
2180,Maximum Number of Tasks You Can Assign,maximum-number-of-tasks-you-can-assign,"Array,Binary Search,Greedy,Queue,Sorting,Monotonic Queue","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjM0,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDcx","You have n tasks and m workers. Each task has a strength requirement stored in a 0-indexed integer array tasks, with the ith task requiring tasks[i] strength to complete. The strength of each worker is stored in a 0-indexed integer array workers, with the jth worker having workers[j] strength. Each worker can only be assigned to a single task and must have a strength greater than or equal to the task's strength requirement (i.e., workers[j] >= tasks[i]). Additionally, you have pills magical pills that will increase a worker's strength by strength. You can decide which workers receive the magical pills, however, you may only give each worker at most one magical pill. Given the 0-indexed integer arrays tasks and workers and the integers pills and strength, return the maximum number of tasks that can be completed. ",Hard,50.6,161587,81753,None,1051,55,Is it possible to assign the first k smallest tasks to the workers? How can you efficiently try every k?,"853,2263,2398,2410,2528","Most Profit Assigning Work,Maximum Running Time of N Computers,Maximum Number of Robots Within Budget,Maximum Matching of Players With Trainers,Maximize the Minimum Powered City"
2214,The Winner University,the-winner-university,Database,VG9waWNUYWdOb2RlOjYxMDQz,,Easy,75.3,17942,13518,None,70,3,,2223,The Number of Rich Customers
2195,Time Needed to Buy Tickets,time-needed-to-buy-tickets,"Array,Queue,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjM0,VG9waWNUYWdOb2RlOjYxMDU1","There are n people in a line queuing to buy tickets, where the 0th person is at the front of the line and the (n - 1)th person is at the back of the line. You are given a 0-indexed integer array tickets of length n where the number of tickets that the ith person would like to buy is tickets[i]. Each person takes exactly 1 second to buy a ticket. A person can only buy 1 ticket at a time and has to go back to the end of the line (which happens instantaneously) in order to buy more tickets. If a person does not have any tickets left to buy, the person will leave the line. Return the time taken for the person initially at position k (0-indexed) to finish buying tickets. ",Easy,70.8,360597,255161,None,1767,159,Loop through the line of people and decrement the number of tickets for each to buy one at a time as if simulating the line moving forward. Keep track of how many tickets have been sold up until person k has no more tickets to buy. Remember that those who have no more tickets to buy will leave the line.,1802,Number of Students Unable to Eat Lunch
2196,Reverse Nodes in Even Length Groups,reverse-nodes-in-even-length-groups,Linked List,VG9waWNUYWdOb2RlOjc=,"You are given the head of a linked list. The nodes in the linked list are sequentially assigned to non-empty groups whose lengths form the sequence of the natural numbers (1, 2, 3, 4, ...). The length of a group is the number of nodes assigned to it. In other words, Note that the length of the last group may be less than or equal to 1 + the length of the second to last group. Reverse the nodes in each group with an even length, and return the head of the modified linked list. ",Medium,61.1,59826,36574,None,805,356,"Consider the list structure ...A → (B → ... → C) → D..., where the nodes between B and C (inclusive) form a group, A is the last node of the previous group, and D is the first node of the next group. How can you utilize this structure? Suppose you have B → ... → C reversed (because it was of even length) so that it is now C → ... → B. What references do you need to fix so that the transitions between the previous, current, and next groups are correct? A.next should be set to C, and B.next should be set to D. Once the current group is finished being modified, you need to find the new A, B, C, and D nodes for the next group. How can you use the old A, B, C, and D nodes to find the new ones? The new A is either the old B or old C depending on if the group was of even or odd length. The new B is always the old D. The new C and D can be found based on the new B and the next group's length. You can set the initial values of A, B, C, and D to A = null, B = head, C = head, D = head.next. Repeat the steps from the previous hints until D is null.","25,206","Reverse Nodes in k-Group,Reverse Linked List"
2197,Decode the Slanted Ciphertext,decode-the-slanted-ciphertext,"String,Simulation","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDU1","A string originalText is encoded using a slanted transposition cipher to a string encodedText with the help of a matrix having a fixed number of rows rows. originalText is placed first in a top-left to bottom-right manner. The blue cells are filled first, followed by the red cells, then the yellow cells, and so on, until we reach the end of originalText. The arrow indicates the order in which the cells are filled. All empty cells are filled with ' '. The number of columns is chosen such that the rightmost column will not be empty after filling in originalText. encodedText is then formed by appending all characters of the matrix in a row-wise fashion. The characters in the blue cells are appended first to encodedText, then the red cells, and so on, and finally the yellow cells. The arrow indicates the order in which the cells are accessed. For example, if originalText = ""cipher"" and rows = 3, then we encode it in the following manner: The blue arrows depict how originalText is placed in the matrix, and the red arrows denote the order in which encodedText is formed. In the above example, encodedText = ""ch ie pr"". Given the encoded string encodedText and number of rows rows, return the original string originalText. Note: originalText does not have any trailing spaces ' '. The test cases are generated such that there is only one possible originalText. ",Medium,49.2,33471,16455,None,257,67,"How can you use rows and encodedText to find the number of columns of the matrix? Once you have the number of rows and columns, you can create the matrix and place encodedText in it. How should you place it in the matrix? How should you traverse the matrix to ""decode"" originalText?",498,Diagonal Traverse
2198,Process Restricted Friend Requests,process-restricted-friend-requests,"Union Find,Graph","VG9waWNUYWdOb2RlOjIz,VG9waWNUYWdOb2RlOjI0","You are given an integer n indicating the number of people in a network. Each person is labeled from 0 to n - 1. You are also given a 0-indexed 2D integer array restrictions, where restrictions[i] = [xi, yi] means that person xi and person yi cannot become friends, either directly or indirectly through other people. Initially, no one is friends with each other. You are given a list of friend requests as a 0-indexed 2D integer array requests, where requests[j] = [uj, vj] is a friend request between person uj and person vj. A friend request is successful if uj and vj can be friends. Each friend request is processed in the given order (i.e., requests[j] occurs before requests[j + 1]), and upon a successful request, uj and vj become direct friends for all future friend requests. Return a boolean array result, where each result[j] is true if the jth friend request is successful or false if it is not. Note: If uj and vj are already direct friends, the request is still successful. ",Hard,57.1,35935,20506,None,640,16,"For each request, we could loop through all restrictions. Can you think of doing a check-in close to O(1)? Could you use Union Find?","305,1308,2246","Number of Islands II,Smallest String With Swaps,Maximum Employees to Be Invited to a Meeting"
2218,Paths in Maze That Lead to Same Room,paths-in-maze-that-lead-to-same-room,Graph,VG9waWNUYWdOb2RlOjI0,,Medium,56.1,10298,5773,None,138,12,"If the path starts at room i, what properties must the other two rooms in the cycle have? The other two rooms must be connected to room i, and must be connected to each other.","323,918,1347,2121","Number of Connected Components in an Undirected Graph,Reachable Nodes In Subdivided Graph,Distance to a Cycle in Undirected Graph,Find if Path Exists in Graph"
2199,Two Furthest Houses With Different Colors,two-furthest-houses-with-different-colors,"Array,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3","There are n houses evenly lined up on the street, and each house is beautifully painted. You are given a 0-indexed integer array colors of length n, where colors[i] represents the color of the ith house. Return the maximum distance between two houses with different colors. The distance between the ith and jth houses is abs(i - j), where abs(x) is the absolute value of x. ",Easy,65.6,120222,78842,None,980,31,"The constraints are small. Can you try the combination of every two houses? Greedily, the maximum distance will come from either the pair of the leftmost house and possibly some house on the right with a different color, or the pair of the rightmost house and possibly some house on the left with a different color.","1231,1984,2144","Replace Elements with Greatest Element on Right Side,Maximum Distance Between a Pair of Values,Maximum Difference Between Increasing Elements"
1310,Watering Plants,watering-plants,Array,VG9waWNUYWdOb2RlOjU=,"You want to water n plants in your garden with a watering can. The plants are arranged in a row and are labeled from 0 to n - 1 from left to right where the ith plant is located at x = i. There is a river at x = -1 that you can refill your watering can at. Each plant needs a specific amount of water. You will water the plants in the following way: You are initially at the river (i.e., x = -1). It takes one step to move one unit on the x-axis. Given a 0-indexed integer array plants of n integers, where plants[i] is the amount of water the ith plant needs, and an integer capacity representing the watering can capacity, return the number of steps needed to water all the plants. ",Medium,80.0,76998,61563,None,947,71,Simulate the process. Return to refill the container once you meet a plant that needs more water than you have.,2228,Watering Plants II
1294,Range Frequency Queries,range-frequency-queries,"Array,Hash Table,Binary Search,Design,Segment Tree","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjI5",Design a data structure to find the frequency of a given value in a given subarray. The frequency of a value in a subarray is the number of occurrences of that value in the subarray. Implement the RangeFreqQuery class: A subarray is a contiguous sequence of elements within an array. arr[left...right] denotes the subarray that contains the elements of nums between indices left and right (inclusive). ,Medium,39.8,68357,27222,None,708,28,"The queries must be answered efficiently to avoid time limit exceeded verdict. Store the elements of the array in a data structure that helps answering the queries efficiently. Use a hash table that stored for each value, the indices where that value appeared. Use binary search over the indices of a value to find its range frequency.",,
2202,Sum of k-Mirror Numbers,sum-of-k-mirror-numbers,"Math,Enumeration","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDY2","A k-mirror number is a positive integer without leading zeros that reads the same both forward and backward in base-10 as well as in base-k. Given the base k and the number n, return the sum of the n smallest k-mirror numbers. ",Hard,63.9,115112,73536,None,417,206,"Since we need to reduce search space, instead of checking if every number is a palindrome in base-10, can we try to ""generate"" the palindromic numbers? If you are provided with a d digit number, how can you generate a palindrome with 2*d or 2*d - 1 digit? Try brute-forcing and checking if the palindrome you generated is a ""k-Mirror"" number.","247,897","Strobogrammatic Number II,Prime Palindrome"
2223,The Number of Rich Customers,the-number-of-rich-customers,Database,VG9waWNUYWdOb2RlOjYxMDQz,,Easy,77.5,35839,27789,None,100,25,,2214,The Winner University
2225,Substrings That Begin and End With the Same Letter,substrings-that-begin-and-end-with-the-same-letter,"Hash Table,Math,String,Counting,Prefix Sum","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDYy,VG9waWNUYWdOb2RlOjYxMDY4",,Medium,74.3,18300,13604,None,136,12,"In the string ""abacad"", the letter ""a"" appears 3 times. How many substrings begin with the first ""a"" and end with any ""a""? There are 3 substrings (""a"", ""aba"", and ""abaca""). How many substrings begin with the second ""a"" and end with any ""a""? How about the third? 2 substrings begin with the second ""a"" (""a"", and ""aca"") and 1 substring begins with the third ""a"" (""a""). There is a total of 3 + 2 + 1 = 6 substrings that begin and end with ""a"". If a character appears i times in the string, there are i * (i + 1) / 2 substrings that begin and end with that character.","1635,1890,2036,2303","Number of Good Pairs,Sum of Beauty of All Substrings,Count Pairs in Two Arrays,Unique Substrings With Equal Digit Frequency"
2224,Drop Type 1 Orders for Customers With Type 0 Orders,drop-type-1-orders-for-customers-with-type-0-orders,Database,VG9waWNUYWdOb2RlOjYxMDQz,,Medium,87.3,15212,13278,None,91,20,,,
2190,Count Common Words With One Occurrence,count-common-words-with-one-occurrence,"Array,Hash Table,String,Counting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDYy","Given two string arrays words1 and words2, return the number of strings that appear exactly once in each of the two arrays. ",Easy,72.4,133296,96532,None,881,20,Could you try every word? Could you use a hash map to achieve a good complexity?,"349,920,2163","Intersection of Two Arrays,Uncommon Words from Two Sentences,Kth Distinct String in an Array"
2192,Minimum Cost Homecoming of a Robot in a Grid,minimum-cost-homecoming-of-a-robot-in-a-grid,"Array,Greedy,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDUz","There is an m x n grid, where (0, 0) is the top-left cell and (m - 1, n - 1) is the bottom-right cell. You are given an integer array startPos where startPos = [startrow, startcol] indicates that initially, a robot is at the cell (startrow, startcol). You are also given an integer array homePos where homePos = [homerow, homecol] indicates that its home is at the cell (homerow, homecol). The robot needs to go to its home. It can move one cell in four directions: left, right, up, or down, and it can not move outside the boundary. Every move incurs some cost. You are further given two 0-indexed integer arrays: rowCosts of length m and colCosts of length n. Return the minimum total cost for this robot to return home. ",Medium,51.1,44851,22940,None,709,93,"Irrespective of what path the robot takes, it will have to traverse all the rows between startRow and homeRow and all the columns between startCol and homeCol. Hence, making any other move other than traversing the required rows and columns will potentially incur more cost which can be avoided.","62,64,361,1402,2435,2510","Unique Paths,Minimum Path Sum,Bomb Enemy,Count Square Submatrices with All Ones,Paths in Matrix Whose Sum Is Divisible by K,Check if There is a Path With Equal Number of 0's And 1's"
2193,Count Fertile Pyramids in a Land,count-fertile-pyramids-in-a-land,"Array,Dynamic Programming,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDUz","A farmer has a rectangular grid of land with m rows and n columns that can be divided into unit cells. Each cell is either fertile (represented by a 1) or barren (represented by a 0). All cells outside the grid are considered barren. A pyramidal plot of land can be defined as a set of cells with the following criteria: An inverse pyramidal plot of land can be defined as a set of cells with similar criteria: Some examples of valid and invalid pyramidal (and inverse pyramidal) plots are shown below. Black cells indicate fertile cells. Given a 0-indexed m x n binary matrix grid representing the farmland, return the total number of pyramidal and inverse pyramidal plots that can be found in grid. ",Hard,65.4,17919,11719,None,385,21,"Think about how dynamic programming can help solve the problem. For any fixed cell (r, c), can you calculate the maximum height of the pyramid for which it is the apex? Let us denote this value as dp[r][c]. How will the values at dp[r+1][c-1] and dp[r+1][c+1] help in determining the value at dp[r][c]? For the cell (r, c), is there a relation between the number of pyramids for which it serves as the apex and dp[r][c]? How does it help in calculating the answer?","1402,1990","Count Square Submatrices with All Ones,Get Biggest Three Rhombus Sums in a Grid"
2210,Find Target Indices After Sorting Array,find-target-indices-after-sorting-array,"Array,Binary Search,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDQ5","You are given a 0-indexed integer array nums and a target element target. A target index is an index i such that nums[i] == target. Return a list of the target indices of nums after sorting nums in non-decreasing order. If there are no target indices, return an empty list. The returned list must be sorted in increasing order. ",Easy,77.3,308778,238709,None,1900,103,"Try ""sorting"" the array first. Now find all indices in the array whose values are equal to target.","34,1256,2942","Find First and Last Position of Element in Sorted Array,Rank Transform of an Array,Find Words Containing Character"
2211,K Radius Subarray Averages,k-radius-subarray-averages,"Array,Sliding Window","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjU1ODIx","You are given a 0-indexed array nums of n integers, and an integer k. The k-radius average for a subarray of nums centered at some index i with the radius k is the average of all elements in nums between the indices i - k and i + k (inclusive). If there are less than k elements before or after the index i, then the k-radius average is -1. Build and return an array avgs of length n where avgs[i] is the k-radius average for the subarray centered at index i. The average of x elements is the sum of the x elements divided by x, using integer division. The integer division truncates toward zero, which means losing its fractional part. ",Medium,45.9,363903,167198,None,1995,100,"To calculate the average of a subarray, you need the sum and the K. K is already given. How could you quickly calculate the sum of a subarray? Use the Prefix Sums method to calculate the subarray sums. It is possible that the sum of all the elements does not fit in a 32-bit integer type. Be sure to use a 64-bit integer type for the prefix sum array.","209,346,560,643,1445,3030","Minimum Size Subarray Sum,Moving Average from Data Stream,Subarray Sum Equals K,Maximum Average Subarray I,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,Find the Grid of Region Average"
2212,Removing Minimum and Maximum From Array,removing-minimum-and-maximum-from-array,"Array,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3",You are given a 0-indexed array of distinct integers nums. There is an element in nums that has the lowest value and an element that has the highest value. We call them the minimum and maximum respectively. Your goal is to remove both these elements from the array. A deletion is defined as either removing an element from the front of the array or removing an element from the back of the array. Return the minimum number of deletions it would take to remove both the minimum and maximum element from the array. ,Medium,55.4,95544,52888,None,1006,55,"There can only be three scenarios for deletions such that both minimum and maximum elements are removed: Scenario 1: Both elements are removed by only deleting from the front. Scenario 2: Both elements are removed by only deleting from the back. Scenario 3: Delete from the front to remove one of the elements, and delete from the back to remove the other element. Compare which of the three scenarios results in the minimum number of moves.","1538,1770","Maximum Points You Can Obtain from Cards,Minimum Deletions to Make Character Frequencies Unique"
2213,Find All People With Secret,find-all-people-with-secret,"Depth-First Search,Breadth-First Search,Union Find,Graph,Sorting","VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjIz,VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjYxMDQ5","You are given an integer n indicating there are n people numbered from 0 to n - 1. You are also given a 0-indexed 2D integer array meetings where meetings[i] = [xi, yi, timei] indicates that person xi and person yi have a meeting at timei. A person may attend multiple meetings at the same time. Finally, you are given an integer firstPerson. Person 0 has a secret and initially shares the secret with a person firstPerson at time 0. This secret is then shared every time a meeting takes place with a person that has the secret. More formally, for every meeting, if a person xi has the secret at timei, then they will share the secret with person yi, and vice versa. The secrets are shared instantaneously. That is, a person may receive the secret and share it with people in other meetings within the same time frame. Return a list of all the people that have the secret after all the meetings have taken place. You may return the answer in any order. ",Hard,45.3,229479,103982,None,1635,82,Could you model all the meetings happening at the same time as a graph? What data structure can you use to efficiently share the secret? You can use the union-find data structure to quickly determine who knows the secret and share the secret.,918,Reachable Nodes In Subdivided Graph
2230,Minimum Cost to Reach City With Discounts,minimum-cost-to-reach-city-with-discounts,"Graph,Shortest Path","VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjYxMDc2",,Medium,59.9,18909,11328,None,236,22,Try to construct a graph out of highways. What type of graph is this? We essentially need to find the minimum distance to get from node 0 to node n - 1 in an undirected weighted graph. What algorithm should we use to do this? Use Dijkstra's algorithm to find the minimum weight path. Keep track of the minimum distance to each vertex with d discounts left,"803,1100,2247,2040","Cheapest Flights Within K Stops,Connecting Cities With Minimum Cost,Maximum Cost of Trip With K Highways,Minimum Cost to Reach Destination in Time"
2215,Finding 3-Digit Even Numbers,finding-3-digit-even-numbers,"Array,Hash Table,Sorting,Enumeration","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDY2","You are given an integer array digits, where each element is a digit. The array may contain duplicates. You need to find all the unique integers that follow the given requirements: For example, if the given digits were [1, 2, 3], integers 132 and 312 follow the requirements. Return a sorted array of the unique integers. ",Easy,78.9,205069,161744,None,1360,324,The range of possible answers includes all even numbers between 100 and 999 inclusive. Could you check each possible answer to see if it could be formed from the digits in the array?,1421,Find Numbers with Even Number of Digits
2216,Delete the Middle Node of a Linked List,delete-the-middle-node-of-a-linked-list,"Linked List,Two Pointers","VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjk=","You are given the head of a linked list. Delete the middle node, and return the head of the modified linked list. The middle node of a linked list of size n is the ⌊n / 2⌋th node from the start using 0-based indexing, where ⌊x⌋ denotes the largest integer less than or equal to x. ",Medium,59.6,1205577,717940,None,4603,97,"If a point with a speed s moves n units in a given time, a point with speed 2 * s will move 2 * n units at the same time. Can you use this to find the middle node of a linked list? If you are given the middle node, the node before it, and the node after it, how can you modify the linked list?","19,143,203,908","Remove Nth Node From End of List,Reorder List,Remove Linked List Elements,Middle of the Linked List"
